t, E, sx, sy, vx, vy, ax, ay, ts
0.12900008, 1.30535728E8, 500.0, 435.2597, 0.0, 10467.347,0.0, 125820.195, 0.001
0.13000008, 1.25287584E8, 500.0, 445.7552, 0.0, 10514.84,0.0, 73711.28, 0.001
0.13100009, 1.20028768E8, 500.0, 456.27188, 0.0, 10509.779,0.0, 21233.861, 0.001
0.13200009, 1.14785656E8, 500.0, 466.75723, 0.0, 10452.192,0.0, -31349.605, 0.001
0.13300009, 1.09584376E8, 500.0, 477.15884, 0.0, 10342.366,0.0, -83776.36, 0.001
0.1340001, 1.04451E8, 500.0, 487.4247, 0.0, 10180.851,0.0, -135784.42, 0.001
0.1350001, 9.9411136E7, 500.0, 497.50354, 0.0, 9968.451,0.0, -187113.77, 0.001
0.1360001, 1.02766584E8, 500.0, 507.51166, 0.0, 10122.688,0.0, -237507.9, 0.001
0.1370001, 1.0787008E8, 500.0, 517.73206, 0.0, 10309.667,0.0, 212451.52, 0.001
0.1380001, 1.1306048E8, 500.0, 528.1138, 0.0, 10445.119,0.0, 161349.52, 0.001
0.1390001, 1.1830556E8, 500.0, 538.60486, 0.0, 10528.367,0.0, 109440.96, 0.001
0.1400001, 1.23579144E8, 500.0, 549.15295, 0.0, 10558.996,0.0, 56985.508, 0.001
0.1410001, 1.2885484E8, 500.0, 559.7053, 0.0, 10536.852,0.0, 4245.0303, 0.001
0.14200011, 1.34106336E8, 500.0, 570.20917, 0.0, 10462.044,0.0, -48516.81, 0.001
0.14300011, 1.39307312E8, 500.0, 580.61194, 0.0, 10334.948,0.0, -101036.03, 0.001
0.14400011, 1.4443176E8, 500.0, 590.86176, 0.0, 10156.199,0.0, -153049.89, 0.001
0.14500012, 1.49454208E8, 500.0, 600.9074, 0.0, 9926.689,0.0, -204298.98, 0.001
0.14600012, 1.5434952E8, 500.0, 610.6986, 0.0, 9647.568,0.0, -254527.25, 0.001
0.14700012, 1.59093152E8, 500.0, 620.18646, 0.0, 9320.2295,0.0, -303483.22, 0.001
0.14800012, 1.63661472E8, 500.0, 629.32355, 0.0, 8946.309,0.0, -350922.5, 0.001
0.14900012, 1.68031648E8, 500.0, 638.0642, 0.0, 8527.674,0.0, -396607.94, 0.001
0.15000013, 1.72181888E8, 500.0, 646.3647, 0.0, 8066.4194,0.0, -440311.22, 0.001
0.15100013, 1.76091264E8, 500.0, 654.18365, 0.0, 7564.8496,0.0, -481813.62, 0.001
0.15200013, 1.79740544E8, 500.0, 661.4819, 0.0, 7025.4717,0.0, -520908.47, 0.001
0.15300013, 1.83111232E8, 500.0, 668.22284, 0.0, 6450.98,0.0, -557399.56, 0.001
0.15400013, 1.86186416E8, 500.0, 674.373, 0.0, 5844.2476,0.0, -591104.4, 0.001
0.15500014, 1.88950944E8, 500.0, 679.90155, 0.0, 5208.306,0.0, -621855.1, 0.001
0.15600014, 1.9139104E8, 500.0, 684.7809, 0.0, 4546.3345,0.0, -649497.94, 0.001
0.15700014, 1.93494176E8, 500.0, 688.9867, 0.0, 3861.64,0.0, -673894.6, 0.001
0.15800014, 1.95250368E8, 500.0, 692.4978, 0.0, 3157.645,0.0, -694923.7, 0.001
0.15900014, 1.96650416E8, 500.0, 695.2967, 0.0, 2437.8684,0.0, -712479.2, 0.001
0.16000015, 1.97687264E8, 500.0, 697.36945, 0.0, 1705.9081,0.0, -726473.6, 0.001
0.16100015, 1.98355888E8, 500.0, 698.7056, 0.0, 965.4217,0.0, -736837.44, 0.001
0.16200015, 1.98652992E8, 500.0, 699.29865, 0.0, 220.11038,0.0, -743518.3, 0.001
0.16300015, 1.98577072E8, 500.0, 699.1455, 0.0, -526.3011,0.0, -746483.44, 0.001
0.16400015, 1.981284E8, 500.0, 698.24695, 0.0, -1270.0823,0.0, -745717.75, 0.001
0.16500016, 1.9730928E8, 500.0, 696.6075, 0.0, -2007.5156,0.0, -741224.94, 0.001
0.16600016, 1.96123808E8, 500.0, 694.2353, 0.0, -2734.916,0.0, -733027.6, 0.001
0.16700016, 1.94577808E8, 500.0, 691.1422, 0.0, -3448.6472,0.0, -721166.6, 0.001
0.16800016, 1.92679136E8, 500.0, 687.34375, 0.0, -4145.1426,0.0, -705701.25, 0.001
0.16900016, 1.90437136E8, 500.0, 682.8588, 0.0, -4820.921,0.0, -686708.94, 0.001
